0,1,2,3,4,5,6,7,8,9
15.403596,14.023365,18.20669,-1.855087,-2.4275475,5.187674,-34.281578,13.832782,8.437483,-0.9732623
11.739259,7.125734,0.5968268,8.03533,-13.924299,3.5720406,-35.36234,15.438388,13.471377,-15.508902
11.741974,22.226683,20.155125,3.396241,-18.427135,14.099932,-43.729393,10.977574,0.5094336,-8.948076
8.0686455,13.996166,0.75061417,-0.07544994,-15.075112,1.7601472,-33.61478,7.1066155,8.041618,-2.3884673
9.151046,5.3682165,-7.13707,-11.09095,-2.349092,13.806742,-22.148605,8.628637,0.91958773,5.04887
12.874383,20.66786,6.8333454,13.881765,-6.3307834,-1.5442507,-17.254248,16.211813,9.513658,-14.2195835
7.1466703,13.745936,-9.17469,26.907017,-4.6009235,3.6825886,-24.11673,14.98682,0.72431755,-21.059875
0.5577625,5.0044746,5.432524,6.463349,-9.202055,-2.7905416,-27.283321,5.935533,13.540629,-13.450603
1.2749782,20.507807,20.983078,10.97075,-15.149553,9.233993,-27.005949,12.670068,4.617439,-21.071335
4.123347,14.570309,-3.8107066,17.276457,-6.5030456,-9.216551,-30.210741,10.1605015,9.233839,-12.456121
12.696748,5.681287,9.300186,10.046926,-20.964228,-3.9993496,-39.84982,18.328815,7.877718,-2.3756633
7.1439314,22.150944,12.1201515,-3.2846394,7.02246,5.121442,-30.91869,11.170391,2.6853685,-17.029041
0.10481191,7.4309216,-0.45988488,-4.7687764,-17.900665,3.2279224,-32.44862,8.62104,-1.5973682,6.433796
4.00272,1.0985489,3.641075,8.705789,-5.281171,-3.9225025,-38.936935,11.560139,21.275066,-16.141512
4.288096,11.885584,-10.813883,2.953566,-9.68197,-1.7443708,-22.023272,11.590789,14.077832,-12.883157
9.303569,20.05293,-10.610377,15.031118,-9.983749,-3.5438209,-42.789196,10.73052,6.0556426,-24.14693
13.749923,20.668743,7.9094524,6.0158544,-10.829266,7.531037,-45.92913,16.635902,8.403393,-7.6548014
2.4540968,12.672754,9.66962,4.3743362,-5.488316,11.094666,-27.689653,11.575186,7.4680977,-17.81894
5.793894,19.649178,-10.2935295,23.77005,5.1203265,-2.1873715,-38.58071,-5.485368,2.2087026,-13.312649
12.029262,9.242642,27.466682,17.76067,-20.881937,-9.255585,-35.532787,14.895467,17.025227,-11.386135
5.130369,22.541513,8.605677,9.924194,-2.8154497,2.8260992,-31.080603,11.21734,7.8846817,-14.100732
6.0827827,15.621271,6.642646,9.73251,1.2887906,9.873458,-15.392625,-1.6518538,5.0248895,-15.213089
4.1572123,10.463689,2.7764769,3.674471,-5.667495,5.6458817,-21.529436,14.497622,10.958602,-4.4023056
11.155188,1.6631689,-3.0919154,0.15418252,5.299706,7.762633,-20.54999,3.888226,16.548529,-1.4799542
6.628681,17.1522,0.52526426,1.1252505,-0.5729445,0.63592994,-22.893393,13.050058,11.306133,-21.0528
5.49648,3.8579705,0.92436457,0.95742357,-8.305865,9.236852,-18.587545,9.821678,9.657188,1.1775286
8.432565,20.520107,-9.661832,13.95434,-4.7945733,-2.1663587,-23.672533,13.026387,8.627352,-14.3272085
10.718696,26.130674,12.12754,-1.097627,-11.377487,-3.594363,-39.24023,15.877653,0.11353779,-16.56785
16.777746,7.6802998,-0.85498166,-5.363366,-5.345445,2.8792882,-24.293427,12.511256,3.1282494,-4.006238
5.520498,13.497823,-4.6585555,13.035681,-1.1949645,5.526172,-18.021431,5.8197246,5.621421,-13.475262
8.884724,9.468461,4.201711,5.1497955,-3.3685083,3.968297,-17.633606,13.105926,8.457455,-4.8241525
8.292308,-0.7288098,-3.922779,-0.064934075,-2.2375202,5.485898,-11.222566,7.1267195,9.806542,3.4618309
4.418963,24.251743,19.501663,5.3993797,-8.363915,9.739626,-16.38938,15.114307,8.755912,-11.739458
2.1895297,15.486143,-3.8474169,6.919306,2.6630926,-1.8298717,-14.738436,19.85838,10.717959,-16.487267
-4.4888177,10.6056595,-9.584183,2.4156046,-11.184434,3.4340017,-20.957579,5.208949,2.403615,-15.340288
13.42072,25.889189,-0.29044485,17.929312,5.4701786,-4.2392797,-20.61641,7.4054627,7.808437,-20.72019
15.068059,21.841019,-5.521871,24.853977,-2.5414786,5.6504254,-35.65831,4.6297255,1.6547185,-12.699985
2.97343,14.419365,7.497469,5.68917,-2.909252,3.3784668,-15.306395,13.2819605,6.0137806,-14.057424
10.498985,13.804567,-4.8424387,19.737955,-2.5964909,5.662217,-32.953644,7.8623343,-2.1566632,-24.740152
2.5275586,14.592532,23.887253,8.819663,-13.1989765,12.723261,-39.34931,9.176367,9.204954,-25.262157
11.809425,20.136183,0.9933355,20.388956,-6.6803293,-0.44424176,-34.064552,14.729285,5.209531,-24.592175
10.909135,16.999044,1.960285,0.12549698,-9.770602,7.9532614,-32.60494,-1.3398404,7.934951,-8.735878
8.927319,3.5093873,1.2083246,5.0076103,-5.590687,6.5710344,-24.44732,4.281722,11.088519,0.41161704
6.4795413,13.661001,-5.8593473,5.180826,0.3498757,8.79444,-29.873953,11.253896,8.579743,-9.999878
4.7866335,37.582542,-5.954801,17.333601,-10.233648,4.70019,-36.73558,1.0963813,-4.700161,-20.038591
1.5301433,-0.6523435,3.0561457,-2.778454,-2.9307065,11.4939575,-17.08891,4.2976785,14.107043,1.4331851
4.329618,1.4899662,3.6653862,-0.9339158,-1.0079228,9.157304,-12.961237,2.6717834,15.608696,6.119975
9.002405,-1.8023986,-7.6231585,-4.699052,-3.7190511,8.38871,-10.7251005,2.3983922,11.402878,8.932641
4.555088,18.774984,7.6049366,11.814883,-8.179908,2.5259705,-18.919704,9.2362995,10.001828,-23.109827
7.847946,14.059689,7.912941,-1.6220057,-3.0359845,16.710997,-13.031417,14.368381,5.349843,-11.979357
4.7320313,12.507265,8.942582,6.8031693,-5.1701994,8.496513,-15.546599,9.501813,10.485142,-18.417238
15.208083,15.07851,9.672621,10.452859,-13.288698,6.23682,-38.79638,19.560524,8.748545,-7.2834463
3.0652897,16.854034,4.178563,2.451325,1.8332345,5.563324,-36.272797,20.587265,6.281475,-13.00931
2.7422192,30.129875,14.895534,20.757484,-10.168655,-1.4022164,-39.08523,3.2329955,8.427418,-15.087414
17.28497,23.3237,8.640704,7.0534096,3.151033,-4.5440216,-32.039093,6.1251884,8.059018,-19.963678
14.52763,18.02995,2.8789787,-2.8082895,7.0722575,8.215733,-38.997334,6.5753927,4.8357563,-12.421979
2.7544975,10.458984,5.795129,-3.0071115,-10.679166,11.903119,-12.044905,12.850327,14.7245865,-3.5684242
2.2744555,18.374855,6.050037,2.320406,10.164586,7.325527,-14.105323,3.7532425,-1.7877243,-14.4406185
11.58395,16.196346,15.677376,-1.8308287,-9.74202,12.182107,-26.565224,11.957823,14.597448,-26.609215
15.815197,19.346123,10.19376,-5.2548523,-5.9685473,11.838596,-21.92872,13.442535,7.1250205,-18.415373
9.428972,18.445808,8.280495,7.697418,4.802881,6.515503,-30.053904,7.13457,14.164839,-18.694464
-0.59716,0.12570387,8.794099,1.7760432,-3.3145442,-0.86035407,-37.54393,10.185255,19.514406,-16.571312
9.228157,22.113007,1.27162,15.028778,-7.6949615,1.3197272,-36.775944,18.504208,-0.020048141,-13.464959
25.08262,25.76518,10.269625,23.62385,6.341501,-9.782482,-35.59023,1.4582976,8.046488,-8.952101
16.900845,34.768005,7.6479363,8.300361,-9.070276,-11.3117485,-36.304913,5.5059423,5.2630873,-22.536512
10.743856,17.00551,7.757922,-4.392076,-19.473667,14.145851,-32.757423,12.861998,4.1298356,4.1048675
4.541189,5.291911,6.232295,1.3466357,-20.959608,1.2182865,-32.613873,6.467778,11.672569,-1.6734834
6.34122,9.826118,-5.697303,3.203992,-3.993079,7.2937865,-17.781107,18.28761,14.40468,-12.445341
5.2912216,18.305588,10.831367,-1.4732859,-6.67482,12.631843,-28.991005,17.243992,7.3918953,-17.16875
8.391091,16.852436,0.011145592,9.567104,-8.878458,-1.5591729,-19.734879,1.978948,11.859109,-13.662
13.218271,22.698244,-10.561946,16.275633,3.361507,5.826827,-25.975855,5.1582494,6.882678,-19.160501
10.584745,17.96629,-0.7715696,18.300352,-3.0003047,12.356916,-53.244614,11.275469,14.014224,-8.749683
10.44485,8.322935,2.5534472,-1.6962239,-17.174578,-0.5124267,-25.607096,1.7463995,6.712409,0.57530236
10.14886,19.111958,4.1634126,23.927828,-5.371681,12.4481,-35.230156,7.930062,9.886229,-16.467766
3.622503,4.821425,-1.7578876,2.1084487,8.98654,8.328045,-14.260748,9.007013,7.3302574,-10.907495
7.35643,35.063946,7.5775623,22.06452,-4.0699377,-11.175485,-48.41893,8.159922,12.148212,-12.484677
3.2586389,18.00056,14.590694,1.703697,-9.440653,14.332527,-39.19356,6.6224976,10.185701,-7.2654576
10.681936,10.502205,-9.101866,6.701251,-0.5243019,11.572399,-24.298409,4.412305,7.2335515,-10.841074
4.9384947,1.8355312,9.299441,-7.4114094,-8.042242,14.870775,-30.688206,15.625406,9.219942,-0.71613026
6.865331,-3.3082047,-5.4170985,-7.797117,-5.284522,9.601499,-11.684824,2.722888,14.424931,10.670544
11.812098,-1.5784223,9.952249,12.513527,-4.655482,10.077624,-43.312805,6.5071435,5.68839,-4.5433507
12.107216,16.127256,8.354027,14.873651,-7.8343763,6.7381783,-20.998543,11.502701,10.919635,-12.673319
4.82566,7.5932674,7.092473,13.437409,-8.761394,6.298193,-31.912064,4.1056223,5.807602,-14.201151
17.949163,4.0304914,25.262568,-2.6153998,-7.6875963,1.9484708,-37.9858,13.404027,10.234297,-4.148438
12.258282,21.886772,-2.4593072,23.68494,1.2613614,-2.3164666,-33.1704,2.624977,-0.7851436,-14.981372
9.753538,7.3480306,-0.8127208,6.828826,-3.6852832,11.720629,-13.872945,10.082952,10.9009695,-4.4182363
18.359354,11.247513,8.631733,7.664599,-8.097136,0.25449905,-34.17636,10.182781,8.8064,-14.128258
10.747695,32.988678,19.97992,7.4140496,-10.595711,7.8993206,-19.950003,17.996178,3.970587,-30.26845
10.407417,17.808393,-0.8128667,14.285373,0.20812905,13.548416,-41.017815,6.6517754,13.479816,-18.00124
4.8263288,1.9623687,7.3441544,2.9170334,-2.1106899,5.623528,-8.79173,13.512057,5.1173544,-11.428865
4.8901224,4.75051,8.34454,4.6939325,-10.055428,13.920113,-37.755657,16.883188,7.262975,-7.665429
8.834517,0.4760189,-2.3919172,4.4887905,-0.09015012,10.772898,-28.84306,13.1920185,16.174229,-10.71606
7.5572867,21.681084,4.676899,22.827192,-2.004231,3.4846601,-46.79244,7.8717422,8.768873,-23.21228
-1.8577958,14.026004,12.828693,13.136548,-5.2968917,6.5425234,-36.411667,6.264497,15.83201,-13.462137
9.788469,5.749429,2.185286,-7.8853517,-6.984315,13.572147,-12.044161,6.825514,-1.7174723,2.6324737
11.356338,24.807304,10.957678,-3.163195,8.060534,7.295916,-35.85003,5.263323,8.626752,-15.24779
4.083343,0.8019011,-5.285386,7.0542216,-2.0596778,2.9862165,-15.912697,4.81364,13.823427,6.317503
5.806452,20.082598,3.0757258,1.0417145,1.2627953,3.1889486,-32.86143,6.0514836,9.849945,-15.0235815
7.425871,24.089565,5.977597,11.324598,-12.876217,4.1755333,-37.708763,14.671736,13.11274,-9.587807
8.3124895,22.463556,1.9628407,4.665266,14.873176,3.412311,-28.943129,1.7359699,13.70668,-20.431974
5.368427,22.886795,-13.863964,8.290839,8.445904,-0.8063571,-30.408335,5.2882724,11.55162,-1.1534489
18.910257,2.6761603,19.868021,-12.534164,-10.577654,2.749335,-42.15953,13.119684,8.390265,1.6232142
-0.042537093,2.6682827,-3.5856273,1.7818015,-5.3899145,4.340208,-22.601816,9.2033,19.149878,-1.5162592
16.821878,15.393801,-5.1575775,22.194012,-10.600981,10.324913,-26.58249,6.4108396,5.099475,-6.6580176
-4.148214,5.90806,1.7911438,0.39747787,-1.8799706,3.4948068,-16.192654,15.943674,12.5024,-7.498427
14.217787,1.7609181,8.293025,-2.5769587,-17.35726,11.3989935,-37.22852,14.459961,15.004842,14.368869
3.6352546,13.4644785,0.5411426,-0.17851847,2.4202,7.424165,-43.613503,11.349896,7.3233466,-14.220156
10.105413,17.219223,18.093163,-0.43826675,-14.932154,15.407948,-45.474228,20.774313,11.765416,-0.09026843
13.088486,23.70175,2.4634628,22.471907,8.701136,3.1150346,-38.335712,-1.1012921,1.7402413,-21.206978
4.7984486,24.109285,-4.078214,16.698092,10.013371,0.22643399,-35.104427,-4.0649996,6.2117248,-19.133924
8.927809,37.45013,16.38994,8.44964,-5.967521,2.858902,-47.91331,13.239774,-4.2087703,-11.3717
7.0650806,13.484352,17.354778,4.538038,-6.0033517,4.7526593,-46.845383,10.767617,-0.9868796,-15.419771
9.063118,12.34644,5.277709,-8.873454,-12.340515,15.402979,-31.167324,2.0476787,4.222083,0.9475405
5.1135244,-1.5395541,-2.2572057,-7.164114,-5.5727935,14.640576,-18.905546,4.5565376,9.285347,12.549793
5.608498,-4.413675,-1.8133137,-8.718952,-7.9645305,9.773596,-10.655883,1.6216241,16.673685,10.437208
20.56536,30.649258,5.4694324,23.322292,2.3760712,-7.8969774,-29.53174,8.795215,1.5028291,-16.272806
9.441393,13.889159,1.0249604,11.942473,-9.099969,-4.7463055,-38.63977,13.600517,11.965961,-18.668715
9.189496,16.736164,29.302002,3.1079898,-6.8028145,11.567356,-43.50593,11.237188,2.143483,-17.923056
10.190792,16.089844,-8.970505,19.94434,6.9229035,-0.16798681,-35.227642,-0.8725039,4.4351773,-12.989119
16.52017,8.783513,4.010231,19.234877,-10.964607,0.22486925,-33.93201,2.0822911,4.0953565,-11.483423
3.9735277,-0.15085024,-5.2927895,-5.276819,-3.9117095,12.472251,-17.001263,2.2865088,15.977099,10.5949545
7.5321026,12.590664,-2.626593,8.795833,-5.997617,-4.3750668,-18.415047,7.958008,15.425402,-13.211307
-0.95814145,8.757251,4.024281,5.050942,-12.967567,8.069793,-34.279144,7.9741697,0.6660273,-10.330317
3.793939,14.837641,-0.70256805,9.418728,-2.5994937,1.7692146,-41.443577,12.938919,16.603962,-10.977051
9.742659,37.880424,11.921116,-9.030287,6.7083244,1.9053943,-42.542015,15.952902,10.083241,-14.749679
1.1324401,16.684826,4.865798,-9.090685,0.94061613,5.4821,-27.42242,18.817204,11.550577,-14.409523
-2.5902221,8.99862,4.162784,7.466012,-5.1116157,4.0966063,-15.480007,16.830889,8.286219,-9.463426
8.925894,16.65016,11.544088,12.811202,-24.00395,-0.08030313,-43.010277,12.87738,10.341151,6.325726
13.15305,12.279216,3.5783792,-1.6269346,-6.3351727,16.231035,-37.864193,5.876953,6.377016,-2.092834
11.13527,13.460523,11.546311,5.9366055,-3.5174332,2.4850607,-13.380709,22.30469,6.2809906,-21.612217
5.6890287,26.241394,2.610736,4.6883507,11.543902,6.7174754,-27.974712,-2.154166,0.65167546,-12.889023
4.7636847,-0.5217906,-0.3903039,-5.5540223,-5.2012944,11.078397,-18.543789,3.178366,18.41837,12.640103
11.394187,11.485873,3.0404801,-5.1045,-12.434946,5.5082655,-29.83453,6.829566,1.3727107,9.123542
4.4795523,15.216342,-2.8848877,-1.8333659,5.8958583,-2.4821944,-29.425367,15.2208395,15.931969,-25.406715
-0.5640011,25.430452,-6.5445275,22.076626,-11.988243,3.6127775,-24.460516,11.44864,3.8002856,-27.93494
-3.4698324,0.8678901,7.9519196,-0.695908,-10.050211,7.7162156,-33.600746,9.3801985,15.161773,2.4996583
-1.5433599,17.930214,-7.803216,19.201733,-4.495675,0.6888124,-42.68465,14.984324,8.441303,-20.153418
11.464087,9.872132,12.881877,4.971228,-8.818617,16.502821,-29.833452,11.215734,0.6323978,-17.631456
10.466641,8.695923,-3.1412644,-6.4519444,-7.076171,14.537783,-16.672224,1.023553,3.486357,4.178507
7.7879443,16.49193,-0.9409894,-3.8407278,-11.7100725,10.137266,-33.155174,6.534357,4.1986456,3.7941551
7.066787,23.256876,10.718739,19.596312,-5.194237,-9.083923,-39.893726,11.982602,9.896814,-7.3115726
10.285073,15.376746,12.639915,4.965331,2.7250137,7.9271617,-35.382412,15.364516,7.8325977,-16.347317
15.204611,22.830908,-4.8188734,21.030231,5.0487084,1.6042366,-25.886335,12.312251,9.889259,-19.727856
4.801556,31.296724,12.406691,17.596664,-6.0169096,17.455755,-31.83205,23.722267,11.34361,-7.7849784
15.23346,6.0838985,11.274571,0.43669724,-16.160227,2.820951,-37.226883,19.809315,2.5687852,-0.853364
